Signature;Name;Title;Position;RiskyMatch;SawyerNo;PASE_ID
"+ Ego Alfuueard minister.";"Alfuueard";"Minister";"19";"FALSE";S 778;;
"+ Ego Aþeluueard minister.";"Aþeluueard";"Minister";"20";"FALSE";S 778;;
"+ Ego Uulfstan minister.";"Uulfstan";"Minister";"21";"FALSE";S 778;;
"+ Ego Eaduuine minister.";"Eaduuine";"Minister";"22";"FALSE";S 778;;
"+ Ego Leofuuine minister.";"Leofuuine";"Minister";"23";"FALSE";S 778;;
"+ Ego Alfric minister.";"Alfric";"Minister";"24";"FALSE";S 778;;
"+ Ego Aþelsige minister.";"Aþelsige";"Minister";"25";"FALSE";S 778;;
"+ Ego Aþeluueard minister.";"Aþeluueard";"Minister";"26";"FALSE";S 778;;
"+ Ego Alfric minister.";"Alfric";"Minister";"27";"FALSE";S 778;;
"+ Ego Uulfgeat minister.";"Uulfgeat";"Minister";"28";"FALSE";S 778;;
"Ego Eadgarus rex animo benigno hoc largiendo Deo concessi .";"Eadgarus";"Sovereign";"1";"FALSE";S 779;;
"Ego Dunstan Archiepiscopus corroboravi .";"Dunstan";"Archbishop";"2";"FALSE";S 779;;
"Ego Oscytel Archiepiscopus consolidavi .";"Oscytel";"Archbishop";"3";"FALSE";S 779;;
"Ego Atheluuold episcopus confirmavi .";"Atheluuold";"Bishop";"4";"FALSE";S 779;;
"Ego Ælfstan episcopus consignavi .";"Ælfstan";"Bishop";"5";"FALSE";S 779;;
"Ego Osulf episcopus confirmavi .";"Osulf";"Bishop";"6";"FALSE";S 779;;
"Ego Uulfric episcopus adquievi .";"Uulfric";"Bishop";"7";"FALSE";S 779;;
"Ego Uuynsige episcopus corroboravi .";"Uuynsige";"Bishop";"8";"FALSE";S 779;;
"Ego Alfuuold episcopus confirmavi .";"Alfuuold";"Bishop";"9";"FALSE";S 779;;
"Ego Aluuold episcopus consolidavi .";"Aluuold";"Bishop";"10";"FALSE";S 779;;
"Ego Osuuold episcopus adquievi .";"Osuuold";"Bishop";"11";"FALSE";S 779;;
"Ego Byrhthelm episcopus confirmavi .";"Byrhthelm";"Bishop";"12";"FALSE";S 779;;
"Ego Eadelm episcopus consignavi .";"Eadelm";"Bishop";"13";"FALSE";S 779;;
"Ego Ælric episcopus consolidavi .";"Ælric";"Bishop";"14";"FALSE";S 779;;
"Ego Uulfsige episcopus corroboravi .";"Uulfsige";"Bishop";"15";"FALSE";S 779;;
"Ælfðryð Regina .";"Ælfðryð";"Queen";"16";"FALSE";S 779;;
"Ælfric Abbas .";"Ælfric";"Abbot";"17";"FALSE";S 779;;
"Escwig Abbas .";"Escwig";"Abbot";"18";"FALSE";S 779;;
"Osgar Abbas .";"Osgar";"Abbot";"19";"FALSE";S 779;;
"Ælfstan Abbas .";"Ælfstan";"Abbot";"20";"FALSE";S 779;;
"Æthelgar Abbas .";"Æthelgar";"Abbot";"21";"FALSE";S 779;;
"Cyneuueard Abbas .";"Cyneuueard";"Abbot";"22";"FALSE";S 779;;
"Þurcytel Abbas .";"Þurcytel";"Abbot";"23";"FALSE";S 779;;
"Ealdred Abbas .";"Ealdred";"Abbot";"24";"FALSE";S 779;;
"Ordbriht Abbas .";"Ordbriht";"Abbot";"25";"FALSE";S 779;;
"Siferð Abbas .";"Siferð";"Abbot";"26";"FALSE";S 779;;
"Martin Abbas .";"Martin";"Abbot";"27";"FALSE";S 779;;
"Æthelstan Dux .";"Æthelstan";"Dux";"28";"FALSE";S 779;;
"Ælfhere Dux .";"Ælfhere";"Dux";"29";"FALSE";S 779;;
"Ælfheah Dux .";"Ælfheah";"Dux";"30";"FALSE";S 779;;
"Ordgar Dux .";"Ordgar";"Dux";"31";"FALSE";S 779;;
"Ætheluuine Dux .";"Ætheluuine";"Dux";"32";"FALSE";S 779;;
"Oslac Dux .";"Oslac";"Dux";"33";"FALSE";S 779;;
"Malcolm Dux .";"Malcolm";"Dux";"34";"FALSE";S 779;;
"Birhtnoth Dux .";"Birhtnoth";"Dux";"35";"FALSE";S 779;;
"Eadulf Dux .";"Eadulf";"Dux";"36";"FALSE";S 779;;
"Birhtferð minister .";"Birhtferð";"Minister";"37";"FALSE";S 779;;
"Eanulf minister .";"Eanulf";"Minister";"38";"FALSE";S 779;;
"Ælfuuine minister .";"Ælfuuine";"Minister";"39";"FALSE";S 779;;
"Ætheluueard minister .";"Ætheluueard";"Minister";"40";"FALSE";S 779;;
"Ælfuuine minister .";"Ælfuuine";"Minister";"41";"FALSE";S 779;;
"Uulfstan minister .";"Uulfstan";"Minister";"42";"FALSE";S 779;;
"Ælfuueard minister .";"Ælfuueard";"Minister";"43";"FALSE";S 779;;
"Uulfgeat minister .";"Uulfgeat";"Minister";"44";"FALSE";S 779;;
"Osulf minister .";"Osulf";"Minister";"45";"FALSE";S 779;;
"Osuueard minister .";"Osuueard";"Minister";"46";"FALSE";S 779;;
"Leofa minister .";"Leofa";"Minister";"47";"FALSE";S 779;;
"Birhtric minister .";"Birhtric";"Minister";"48";"FALSE";S 779;;
"Ælfsige minister .";"Ælfsige";"Minister";"49";"FALSE";S 779;;
"Ulf minister .";"Ulf";"Minister";"50";"FALSE";S 779;;
"Osulf minister .";"Osulf";"Minister";"51";"FALSE";S 779;;
"Heanric minister .";"Heanric";"Minister";"52";"FALSE";S 779;;
"Hringulf minister .";"Hringulf";"Minister";"53";"FALSE";S 779;;
"Leofstan minister .";"Leofstan";"Minister";"54";"FALSE";S 779;;
"Oslac minister .";"Oslac";"Minister";"55";"FALSE";S 779;;
"Frena minister .";"Frena";"Minister";"56";"FALSE";S 779;;
"Siferð minister .";"Siferð";"Minister";"57";"FALSE";S 779;;
"Leofric minister .";"Leofric";"Minister";"58";"FALSE";S 779;;
"Eadric minister .";"Eadric";"Minister";"59";"FALSE";S 779;;
"Uulfnoð minister .";"Uulfnoð";"Minister";"60";"FALSE";S 779;;
"Ælfsige minister .";"Ælfsige";"Minister";"61";"FALSE";S 779;;
"Ulfcytel minister .";"Ulfcytel";"Minister";"62";"FALSE";S 779;;
"Hroold minister .";"Hroold";"Minister";"63";"FALSE";S 779;;
"Þurstan minister .";"Þurstan";"Minister";"64";"FALSE";S 779;;
"Osgod minister .";"Osgod";"Minister";"65";"FALSE";S 779;;
"Gota minister .";"Gota";"Minister";"66";"FALSE";S 779;;
"Frithegist minister .";"Frithegist";"Minister";"67";"FALSE";S 779;;
"Þurferð minister .";"Þurferð";"Minister";"68";"FALSE";S 779;;
"Þurgod minister .";"Þurgod";"Minister";"69";"FALSE";S 779;;
"Osferth minister .";"Osferth";"Minister";"70";"FALSE";S 779;;
"Oscytel minister .";"Oscytel";"Minister";"71";"FALSE";S 779;;
"Siferth minister .";"Siferth";"Minister";"72";"FALSE";S 779;;
"Þurcytel minister .";"Þurcytel";"Minister";"73";"FALSE";S 779;;
"Forne minister .";"Forne";"Minister";"74";"FALSE";S 779;;
"Cnut minister .";"Cnut";"Minister";"75";"FALSE";S 779;;
"Dunstan minister .";"Dunstan";"Minister";"76";"FALSE";S 779;;
"Þurcytel minister .";"Þurcytel";"Minister";"77";"FALSE";S 779;;
"Ego Eadgar rex prefatam donationem concessi + .";"Eadgar";"Sovereign";"1";"FALSE";S 780;;
"Ego Dunstan Dorovernensis ecclesiæ archiepiscopus consignavi + .";"Dunstan";"Archbishop";"2";"FALSE";S 780;;
"Ego Æþelwold episcopus expressi + .";"Æþelwold";"Bishop";"3";"FALSE";S 780;;
"Ego Osulf episcopus consignavi + .";"Osulf";"Bishop";"4";"FALSE";S 780;;
"Ego Ælfstan episcopus adquievi + .";"Ælfstan";"Bishop";"5";"FALSE";S 780;;
"Ego Oswold episcopus subscripsi + .";"Oswold";"Bishop";"6";"FALSE";S 780;;
"Ego Æðelm episcopus non renui + .";"Æðelm";"Bishop";"7";"FALSE";S 780;;
"Ego Byrhtelm episcopus confirmavi + .";"Byrhtelm";"Bishop";"8";"FALSE";S 780;;
"Ego Alfwold episcopus consolidavi + .";"Alfwold";"Bishop";"9";"FALSE";S 780;;
"Ego Æscwig abbas + .";"Æscwig";"Abbot";"10";"FALSE";S 780;;
"Ego Ælfric abbas + .";"Ælfric";"Abbot";"11";"FALSE";S 780;;
"Ego Osgar abbas + .";"Osgar";"Abbot";"12";"FALSE";S 780;;
"Ego Ælfstan abbas + .";"Ælfstan";"Abbot";"13";"FALSE";S 780;;
"Ego Æþelgar abbas + .";"Æþelgar";"Abbot";"14";"FALSE";S 780;;
"Ego Kyneweard abbas + .";"Kyneweard";"Abbot";"15";"FALSE";S 780;;
"Ego Ælffeah abbas + .";"Ælffeah";"Abbot";"16";"FALSE";S 780;;
"Ego Ælfhere dux + .";"Ælfhere";"Dux";"17";"FALSE";S 780;;
"Ego Æþelwine dux + .";"Æþelwine";"Dux";"18";"FALSE";S 780;;
"Ego Brihtnoð dux + .";"Brihtnoð";"Dux";"19";"FALSE";S 780;;
"Ego Ordgar dux + .";"Ordgar";"Dux";"20";"FALSE";S 780;;
"Ego Oslac dux + .";"Oslac";"Dux";"21";"FALSE";S 780;;
"Ego Ælfwine minster + .";"Ælfwine";"Minister";"22";"FALSE";S 780;;
"Ego Æþelwærd minister + .";"Æþelwærd";"Minister";"23";"FALSE";S 780;;
"Ego Wlstan minister + .";"Wlstan";"Minister";"24";"FALSE";S 780;;
"Ego Ælfsige minister + .";"Ælfsige";"Minister";"25";"FALSE";S 780;;
"Ego Ænulf minister + .";"Ænulf";"Minister";"26";"FALSE";S 780;;
"Ego Ælfric minister + .";"Ælfric";"Minister";"27";"FALSE";S 780;;
"Ego Ædwine minister + .";"Ædwine";"Minister";"28";"FALSE";S 780;;
"Ego Alfwold minister + .";"Alfwold";"Minister";"29";"FALSE";S 780;;
"Ego Ælfwærd minister + .";"Ælfwærd";"Minister";"30";"FALSE";S 780;;
"Ego Ædgar rex totius Brittannie prefatum donationem cum sigillo sancte crucis confirmavi .";"Ædgar";"Sovereign";"1";"FALSE";S 781;;
"Ego Dunstan Dorobernensis ecclesie archiepiscopus ejusdem regis donationem crucis signo consignavi .";"Dunstan";"Archbishop";"2";"FALSE";S 781;;
"Ego Ælfstan episcopus consignavi .";"Ælfstan";"Bishop";"3";"FALSE";S 781;;
"Ego Æþelwold episcopus consensi .";"Æþelwold";"Bishop";"4";"FALSE";S 781;;
"Ego Osulf episcopus .";"Osulf";"Bishop";"5";"FALSE";S 781;;
"Ego Wynsig episcopus .";"Wynsig";"Bishop";"6";"FALSE";S 781;;
"Ego Oswald episcopus .";"Oswald";"Bishop";"7";"FALSE";S 781;;
"Ego Alfwold episcopus .";"Alfwold";"Bishop";"8";"FALSE";S 781;;
"Ego Æðelm episcopus .";"Æðelm";"Bishop";"9";"FALSE";S 781;;
"Ego Alfwold episcopus .";"Alfwold";"Bishop";"10";"FALSE";S 781;;
"Ego Ælfstan episcopus .";"Ælfstan";"Bishop";"11";"FALSE";S 781;;
"Ego Wuluwric episcopus .";"Wuluwric";"Bishop";"12";"FALSE";S 781;;
"Ego Wulfsige episcopus .";"Wulfsige";"Bishop";"13";"FALSE";S 781;;
"Ego Ælfrige episcopus .";"Ælfrige";"Bishop";"14";"FALSE";S 781;;
"Ego Æswig abbas .";"Æswig";"Abbot";"15";"FALSE";S 781;;
"Ego Osgar abbas .";"Osgar";"Abbot";"16";"FALSE";S 781;;
"Ego Ælfric abbas .";"Ælfric";"Abbot";"17";"FALSE";S 781;;
"Ego Ælfstan abbas .";"Ælfstan";"Abbot";"18";"FALSE";S 781;;
"Ego Æþelgar abbas .";"Æþelgar";"Abbot";"19";"FALSE";S 781;;
"Ego Kynewearð abbas .";"Kynewearð";"Abbot";"20";"FALSE";S 781;;
"Ego Ælfearh abbas .";"Ælfearh";"Abbot";"21";"FALSE";S 781;;
"Ego Folbriht abbas .";"Folbriht";"Abbot";"22";"FALSE";S 781;;
"Ego Godwine abbas .";"Godwine";"Abbot";"23";"FALSE";S 781;;
"Ego Bryhtnoð abbas .";"Bryhtnoð";"Abbot";"24";"FALSE";S 781;;
"Ego Osward abbas .";"Osward";"Abbot";"25";"FALSE";S 781;;
"Ego Bryhteh abbas .";"Bryhteh";"Abbot";"26";"FALSE";S 781;;
"Ego Ælfere dux .";"Ælfere";"Dux";"27";"FALSE";S 781;;
"Ego Ordgar dux .";"Ordgar";"Dux";"28";"FALSE";S 781;;
"Ego Æðelstan dux .";"Æðelstan";"Dux";"29";"FALSE";S 781;;
"Ego Ædeluuine dux .";"Ædeluuine";"Dux";"30";"FALSE";S 781;;
"Ego Bryhtnod dux .";"Bryhtnod";"Dux";"31";"FALSE";S 781;;
"Ego Oslac dux .";"Oslac";"Dux";"32";"FALSE";S 781;;
"Ego Wulfstan minister .";"Wulfstan";"Minister";"33";"FALSE";S 781;;
"Ego Ædelward minister .";"Ædelward";"Minister";"34";"FALSE";S 781;;
"Ego Ænulf minister .";"Ænulf";"Minister";"35";"FALSE";S 781;;
"Ego Ælfard minister .";"Ælfard";"Minister";"36";"FALSE";S 781;;
"Ego Osward minister .";"Osward";"Minister";"37";"FALSE";S 781;;
"Ego Osulf minister .";"Osulf";"Minister";"38";"FALSE";S 781;;
"Ego Ælfwine minister .";"Ælfwine";"Minister";"39";"FALSE";S 781;;
"Ego Ædwine minister .";"Ædwine";"Minister";"40";"FALSE";S 781;;
"Ego Ælfric minister .";"Ælfric";"Minister";"41";"FALSE";S 781;;
"Ego Ælfhelm minister .";"Ælfhelm";"Minister";"42";"FALSE";S 781;;
"Ego Ælfsige minister .";"Ælfsige";"Minister";"43";"FALSE";S 781;;
"Ego Wulfstan minister .";"Wulfstan";"Minister";"44";"FALSE";S 781;;
"Ego Winsige minister .";"Winsige";"Minister";"45";"FALSE";S 781;;
"Ego Wulfget minister .";"Wulfget";"Minister";"46";"FALSE";S 781;;
"Ego Æþelrige minister .";"Æþelrige";"Minister";"47";"FALSE";S 781;;
"Ego Bryhtric minister .";"Bryhtric";"Minister";"48";"FALSE";S 781;;
"Ego Lefa minister .";"Lefa";"Minister";"49";"FALSE";S 781;;
"Ego Hringulf minister .";"Hringulf";"Minister";"50";"FALSE";S 781;;
"Ego Osulf minister .";"Osulf";"Minister";"51";"FALSE";S 781;;
"Ego Þureferð minister .";"Þureferð";"Minister";"52";"FALSE";S 781;;
"Ego Heanric minister .";"Heanric";"Minister";"53";"FALSE";S 781;;
"Ego Lefhric minister .";"Lefhric";"Minister";"54";"FALSE";S 781;;
"Ego Ædwig minister .";"Ædwig";"Minister";"55";"FALSE";S 781;;
"Ego Leofwine minister .";"Leofwine";"Minister";"56";"FALSE";S 781;;
"Ego Aþulf minister .";"Aþulf";"Minister";"57";"FALSE";S 781;;
"Ego Osferd minister .";"Osferd";"Minister";"58";"FALSE";S 781;;
"Ego Ælfhelm minister .";"Ælfhelm";"Minister";"59";"FALSE";S 781;;
"Ego Sigeferð minister .";"Sigeferð";"Minister";"60";"FALSE";S 781;;
"Ego Osgod minister .";"Osgod";"Minister";"61";"FALSE";S 781;;
"Ego Ædgar totius Albionis basileus .";"Ædgar";"unknown";"1";"FALSE";S 782;;
"Ego Dunstan Dorvernensis æcclesiæ archiepiscopus hoc idem cum tropheo agyæ crucis corroboravi .";"Dunstan";"Archbishop";"2";"FALSE";S 782;;
"Ego Osuuald Eboracensis æcclesiæ archiepiscopus subscripsi .";"Osuuald";"Archbishop";"3";"FALSE";S 782;;
"Ego Adeluuold præsul consignavi .";"Adeluuold";"unknown";"4";"FALSE";S 782;;
"Ego Ælfstan antistes consensi .";"Ælfstan";"unknown";"5";"FALSE";S 782;;
"Ego Athulf pontifex concessi .";"Athulf";"unknown";"6";"FALSE";S 782;;
"Ego Æscuuig abbas non rennui .";"Æscuuig";"Abbot";"7";"FALSE";S 782;;
"Ego Osgar abbas impressi .";"Osgar";"Abbot";"8";"FALSE";S 782;;
"Ego Æthelgar abbas consensi .";"Æthelgar";"Abbot";"9";"FALSE";S 782;;
"Ego Ælfere dux .";"Ælfere";"Dux";"10";"FALSE";S 782;;
"Ego Æthelwine dux .";"Æthelwine";"Dux";"11";"FALSE";S 782;;
"Ego Beortnoð dux .";"Beortnoð";"Dux";"12";"FALSE";S 782;;
"Ego Oslac dux .";"Oslac";"Dux";"13";"FALSE";S 782;;
"Ego Ætheluuard discipulus .";"Ætheluuard";"unknown";"14";"FALSE";S 782;;
"Ego Enulf discipulus .";"Enulf";"unknown";"15";"FALSE";S 782;;
"Ego Ælsige discipulus .";"Ælsige";"unknown";"16";"FALSE";S 782;;
"Ego Ælfuuard discipulus .";"Ælfuuard";"unknown";"17";"FALSE";S 782;;
"Ego Frithegist .";"Frithegist";"None";"18";"FALSE";S 782;;
"Þureð .";"Þureð";"None";"19";"FALSE";S 782;;
"Vlf .";"Vlf";"None";"20";"FALSE";S 782;;
"Wulfric .";"Wulfric";"None";"21";"FALSE";S 782;;
"Osferð .";"Osferð";"None";"22";"FALSE";S 782;;
"Wulstan .";"Wulstan";"None";"23";"FALSE";S 782;;
"Friðegist .";"Friðegist";"None";"24";"FALSE";S 782;;
"Hringulf .";"Hringulf";"None";"25";"FALSE";S 782;;
"Ælstan .";"Ælstan";"None";"26";"FALSE";S 782;;
"Æthelsige .";"Æthelsige";"None";"27";"FALSE";S 782;;
"Leofsie .";"Leofsie";"None";"28";"FALSE";S 782;;
"Wulfeah .";"Wulfeah";"None";"29";"FALSE";S 782;;
"Athelmund .";"Athelmund";"None";"30";"FALSE";S 782;;
"Thurferð .";"Thurferð";"None";"31";"FALSE";S 782;;
"Ælfelm .";"Ælfelm";"None";"32";"FALSE";S 782;;
"Frena .";"Frena";"None";"33";"FALSE";S 782;;
"Ego Edgar rex tocius Britanniæ præfatam libertatem cum sigillo sancte crucis confirmavi";"Edgar";"Sovereign";"1";"FALSE";S 783;;
"Et Ego Eilfgiva ejusdem regis mater cum gaudio consensi";"Eilfgiva";"Queen";"2";"FALSE";S 783;;
"Ego Edward clito patris mei donum cum triumpho sancte crucis inpressi";"Edward";"unknown";"3";"FALSE";S 783;;
"Ego Kinadius rex Albanie adquievi";"Kinadius";"Sovereign";"4";"FALSE";S 783;;
"Ego Mascusius archipirata confortavi";"Mascusius";"unknown";"5";"FALSE";S 783;;
"Ego Dunstanus Dorobernensis archiepiscopus";"Dunstanus";"Archbishop";"6";"FALSE";S 783;;
"Oswal . Eboracensis primas";"Oswal";"unknown";"7";"FALSE";S 783;;
"Athelwol . Wyntoniensis episcopus";"Athelwol";"Bishop";"8";"FALSE";S 783;;
"Brithtelm Fontanensis episcopus";"Brithtelm";"Bishop";"9";"FALSE";S 783;;
"Ego Eadgar sub titulo agye crucis predictum donum confirmo .";"Eadgar";"None";"1";"FALSE";S 784;;
"Ego Dunstanus archiepiscopus confirmavi .";"Dunstanus";"Archbishop";"2";"FALSE";S 784;;
"Ego Æþelwoldus episcopus corroboravi .";"Æþelwoldus";"Bishop";"3";"FALSE";S 784;;
"Ego Byrhtelmus episcopus roboravi .";"Byrhtelmus";"Bishop";"4";"FALSE";S 784;;
"Ego Ælfstanus episcopus annui .";"Ælfstanus";"Bishop";"5";"FALSE";S 784;;
"Ego Ælfwoldus episcopus suppressi .";"Ælfwoldus";"Bishop";"6";"FALSE";S 784;;
"Ælfhere dux .";"Ælfhere";"Dux";"7";"FALSE";S 784;;
"Aelfheah dux .";"Aelfheah";"Dux";"8";"FALSE";S 784;;
"Aeþewigne dux .";"Aeþewigne";"Dux";"9";"FALSE";S 784;;
"Wulfstan minister .";"Wulfstan";"Minister";"10";"FALSE";S 784;;
"Aeþelwerd minister .";"Aeþelwerd";"Minister";"11";"FALSE";S 784;;
"Aelfwerd minister .";"Aelfwerd";"Minister";"12";"FALSE";S 784;;
"Byrhtric minister .";"Byrhtric";"Minister";"13";"FALSE";S 784;;
"Aeþelwerd minister .";"Aeþelwerd";"Minister";"14";"FALSE";S 784;;
"Aelfhelm minister .";"Aelfhelm";"Minister";"15";"FALSE";S 784;;
"Eadulf minister .";"Eadulf";"Minister";"16";"FALSE";S 784;;
"Eanulf minister .";"Eanulf";"Minister";"17";"FALSE";S 784;;
"Ego Eadgar rex concessi et subscripsi.";"Eadgar";"Sovereign";"1";"FALSE";S 785;;
"+ Ego Dunstan archiepiscopus consensi et subscripsi.";"Dunstan";"Archbishop";"2";"FALSE";S 785;;
"+ Ego Aþelwold episcopus consensi.";"Aþelwold";"Bishop";"3";"FALSE";S 785;;
"+ Ego Ælfstan episcopus consensi et subscripsi.";"Ælfstan";"Bishop";"4";"FALSE";S 785;;
"+ Ego Ælfhere dux consensi et subscripsi.";"Ælfhere";"Dux";"5";"FALSE";S 785;;
"+ Ego Æþelwine dux consensi et subscripsi.";"Æþelwine";"Dux";"6";"FALSE";S 785;;
"+ Ego Edgarus totius Albionis rex hoc privilegium cum signo sanctæ crucis confirmavi .";"Edgarus";"Sovereign";"1";"FALSE";S 787;;
"+ Ego Dunstanus Dorobornensis archiepiscopus hoc idem cum trophæo agiæ crucis corroboravi .";"Dunstanus";"Archbishop";"2";"FALSE";S 787;;
"+ Ego Oswaldus Eboracensis ecclesiæ archiepiscopus subscripsi .";"Oswaldus";"Archbishop";"3";"FALSE";S 787;;
"Ego Eadgar Brittanniæ Anglorum monarchus hoc taumate donum agiæ crucis roboravi : .";"Eadgar";"unknown";"1";"FALSE";S 788;;
"Ego Dunstan Dorobernensis æcclesiæ archiepiscopus . ejusdem regis benevolentiam confirmavi : .";"Dunstan";"Archbishop";"2";"FALSE";S 788;;
"Ego Oswold Eboracensis basilicæ primas huic regali dono assensum prebui : .";"Oswold";"unknown";"3";"FALSE";S 788;;
"Ego Aþelwold Uuintoniensis presul edis canonica subscriptione manu propria depinxi : .";"Aþelwold";"unknown";"4";"FALSE";S 788;;
"Ego Aelfstan Lundoniensis caðedræ pontifex signum sanctæ crucis lætus impressi : .";"Aelfstan";"unknown";"5";"FALSE";S 788;;
"Ego Aelfwold Scireburnensis caðedre antistes hoc intepidus donum corroboravi : .";"Aelfwold";"unknown";"6";"FALSE";S 788;;
"Ego Brihþelm plebis Dei famulus huius regis dapsilitati lætabundus applausi : .";"Brihþelm";"unknown";"7";"FALSE";S 788;;
"Ego Alfwold legis Dei catascopus testudinem agiæ crucis jussu regis impressi : .";"Alfwold";"unknown";"8";"FALSE";S 788;;
"Ego Alfstan Rofensis sedis archimandrita tauma crucis agiæ hilaris imposui : .";"Alfstan";"unknown";"9";"FALSE";S 788;;
"Ego Eadelm commissarum plebium speculator hoc eulogium gaudens firmavi : .";"Eadelm";"unknown";"10";"FALSE";S 788;;
"Ego Wynsige Dei allubescente gratia spiritualis ovilis opilio hanc largitionem consolidavi : .";"Wynsige";"unknown";"11";"FALSE";S 788;;
"Ego Aðulf domino codrus amminiculante hoc donum tropheo sanctæ crucis confirmavi : .";"Aðulf";"unknown";"12";"FALSE";S 788;;
"Ego Alfðryð præfati regis conlaterana hoc sintahma cum sigillo sancte crucis subscripsi : .";"Alfðryð";"unknown";"13";"FALSE";S 788;;
"Ego Ælfric abbas subscripsi : .";"Ælfric";"Abbot";"14";"FALSE";S 788;;
"Ego Æscwig abbas consensi : .";"Æscwig";"Abbot";"15";"FALSE";S 788;;
"Ego Osgar abbas dictavi : .";"Osgar";"Abbot";"16";"FALSE";S 788;;
"Ego Æðelgar abbas impressi : .";"Æðelgar";"Abbot";"17";"FALSE";S 788;;
"Ego Cineweard abbas depinxi";"Cineweard";"Abbot";"18";"FALSE";S 788;;
"Ego Foldbriht abbas descripsi : .";"Foldbriht";"Abbot";"19";"FALSE";S 788;;
"Ego Ælfæh abbas confirmavi : .";"Ælfæh";"Abbot";"20";"FALSE";S 788;;
"Ego Sideman abbas corroboravi : .";"Sideman";"Abbot";"21";"FALSE";S 788;;
"Ego Osweard abbas consensi";"Osweard";"Abbot";"22";"FALSE";S 788;;
"Ego Brihteah abbas impressi : .";"Brihteah";"Abbot";"23";"FALSE";S 788;;
"Ego Goduuine abbas consensi : .";"Goduuine";"Abbot";"24";"FALSE";S 788;;
"Ego Brihnoþ abbas assensi : .";"Brihnoþ";"Abbot";"25";"FALSE";S 788;;
"Ego German abbas firmavi : .";"German";"Abbot";"26";"FALSE";S 788;;
"Ego Ælfere dux : .";"Ælfere";"Dux";"27";"FALSE";S 788;;
"Ego Oslac dux : .";"Oslac";"Dux";"28";"FALSE";S 788;;
"Ego Aeþelwine dux : .";"Aeþelwine";"Dux";"29";"FALSE";S 788;;
"Ego Brihnoþ dux : .";"Brihnoþ";"Dux";"30";"FALSE";S 788;;
"Ego Eadgar . rex prefatam donationem concessi .";"Eadgar";"Sovereign";"1";"FALSE";S 789;;
"Ego Dunstan Dorovernensis ecclesie archiepiscopus consignavi .";"Dunstan";"Archbishop";"2";"FALSE";S 789;;
"Ego Oswold archiepiscopus confirmavi .";"Oswold";"Archbishop";"3";"FALSE";S 789;;
"Ego Æþelwold episcopus corroboravi .";"Æþelwold";"Bishop";"4";"FALSE";S 789;;
"Ego Ælfstan episcopus consolidavi .";"Ælfstan";"Bishop";"5";"FALSE";S 789;;
"Ego Ælfwold episcopus confirmavi .";"Ælfwold";"Bishop";"6";"FALSE";S 789;;
"Ego Ælfstan episcopus concessi .";"Ælfstan";"Bishop";"7";"FALSE";S 789;;
"Ego Ælfðryð regina .";"Ælfðryð";"Queen";"8";"FALSE";S 789;;
"Ego Æscwig abbas .";"Æscwig";"Abbot";"9";"FALSE";S 789;;
"Ego Osgar abbas .";"Osgar";"Abbot";"10";"FALSE";S 789;;
"Ego Æðelgar abbas .";"Æðelgar";"Abbot";"11";"FALSE";S 789;;
"Ego Ælfhere dux .";"Ælfhere";"Dux";"12";"FALSE";S 789;;
"Ego Æðelwine dux .";"Æðelwine";"Dux";"13";"FALSE";S 789;;
"Ego Byrhtnoð dux .";"Byrhtnoð";"Dux";"14";"FALSE";S 789;;
"Ego Oslac dux .";"Oslac";"Dux";"15";"FALSE";S 789;;
"Ego Æðelweard minister .";"Æðelweard";"Minister";"16";"FALSE";S 789;;
"Ego Ælfweard minister .";"Ælfweard";"Minister";"17";"FALSE";S 789;;
"Ego Ælfsige minister .";"Ælfsige";"Minister";"18";"FALSE";S 789;;
"Ego Heanric minister .";"Heanric";"Minister";"19";"FALSE";S 789;;
"Ego Leofa minister .";"Leofa";"Minister";"20";"FALSE";S 789;;
"Ego Leofwine minister .";"Leofwine";"Minister";"21";"FALSE";S 789;;
"Ego Eadgar Rex consensi et subscripsi .";"Eadgar";"Sovereign";"1";"FALSE";S 790;;
"Ego Dunstan archiepiscopus consensi et subscripsi .";"Dunstan";"Archbishop";"2";"FALSE";S 790;;
"Ego Oswald archiepiscopus consensi et subscripsi .";"Oswald";"Archbishop";"3";"FALSE";S 790;;
"Ego Aþelwold episcopus consensi et subscripsi .";"Aþelwold";"Bishop";"4";"FALSE";S 790;;
"Ego Ælfstan episcopus consensi et subscripsi .";"Ælfstan";"Bishop";"5";"FALSE";S 790;;
"Ego Wynsige episcopus consensi et subscripsi .";"Wynsige";"Bishop";"6";"FALSE";S 790;;
"Ego Aþulf episcopus consensi et subscripsi .";"Aþulf";"Bishop";"7";"FALSE";S 790;;
"Ego Ælfstan episcopus consensi et subscripsi .";"Ælfstan";"Bishop";"8";"FALSE";S 790;;
"Ego Byrhtelm episcopus consensi et subscripsi .";"Byrhtelm";"Bishop";"9";"FALSE";S 790;;
"Ego Alfwold episcopus consensi et subscripsi .";"Alfwold";"Bishop";"10";"FALSE";S 790;;
"Ego Eadelm episcopus consensi et subscripsi .";"Eadelm";"Bishop";"11";"FALSE";S 790;;
"Ego Wufsige episcopus consensi et subscripsi .";"Wufsige";"Bishop";"12";"FALSE";S 790;;
"Ego Ælfstan episcopus consensi et subscripsi .";"Ælfstan";"Bishop";"13";"FALSE";S 790;;
